2020-02-27 11:34:54,192.168.0.50,192.168.0.20,40:f2:e9:9d:44:6b,00:90:e8:5e:d1:66,TCP,AP,60394,502,64
2020-02-27 11:34:54,192.168.0.20,192.168.0.50,00:90:e8:5e:d1:66,40:f2:e9:9d:44:6b,TCP,A,502,60394,40
2020-02-27 11:34:55,192.168.0.50,192.168.0.20,40:f2:e9:9d:44:6b,00:90:e8:5e:d1:66,TCP,AP,60394,502,52
2020-02-27 11:34:58,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,TCP,S,59170,20000,48
2020-02-27 11:34:58,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,TCP,A,59170,20000,40
2020-02-27 11:34:58,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,Modbus,AP,59170,20000,62
2020-02-27 11:34:58,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,DNP3,AP,59170,20000,62
2020-02-27 11:34:58,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,DNP3,AP,59170,20000,67
2020-02-27 11:34:58,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,DNP3,AP,59170,20000,64
2020-02-27 11:34:59,192.168.0.20,192.168.0.50,00:90:e8:5e:d1:66,40:f2:e9:9d:44:6b,Modbus,AP,502,60394,225
2020-02-27 11:35:05,192.168.0.5,192.168.0.21,00:1d:9c:a1:89:a4,20:47:47:87:d4:96,DNP3,AP,20000,59170,63
2020-02-27 11:35:05,192.168.0.5,192.168.0.21,00:1d:9c:a1:89:a4,20:47:47:87:d4:96,DNP3,AP,20000,59170,64
2020-02-27 11:36:16,192.168.0.50,192.168.0.20,40:f2:e9:9d:44:6b,00:90:e8:5e:d1:66,TCP,A,60394,502,40
2020-02-27 11:36:16,192.168.0.20,192.168.0.50,00:90:e8:5e:d1:66,40:f2:e9:9d:44:6b,TCP,AP,502,60394,51
2020-02-27 11:42:18,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,ICMP,0,0,0,60
2020-02-27 11:35:05,192.168.0.5,192.168.0.21,00:1d:9c:a1:89:a4,20:47:47:87:d4:96,ICMP,0,0,0,60
2020-02-27 11:42:35,192.168.0.21,192.168.0.20,20:47:47:87:d4:96,00:90:e8:5e:d1:66,ICMP,0,0,0,60
2020-02-27 11:42:35,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,ICMP,0,0,0,60
2020-02-27 11:42:54,192.168.0.21,192.168.0.2,20:47:47:87:d4:96,00:1c:06:1c:69:e4,ICMP,0,0,0,60
2020-02-27 11:42:58,192.168.0.2,192.168.0.21,00:1c:06:1c:69:e4,20:47:47:87:d4:96,ICMP,0,0,0,60
2020-02-27 11:43:08,192.168.0.21,192.168.0.122,20:47:47:87:d4:96,00:25:97:00:a6:37,ICMP,0,0,0,60
2020-02-27 11:45:55,192.168.0.50,192.168.0.20,40:f2:e9:9d:44:6b,00:90:e8:5e:d1:66,Modbus,AP,60394,502,52
2020-02-27 11:55:58,192.168.0.22,192.168.0.5,08:00:27:e6:e5:59,00:1d:9c:a1:89:a4,TCP,S,65086,44818,52
2020-02-27 11:55:58,192.168.0.22,192.168.0.5,08:00:27:e6:e5:59,00:1d:9c:a1:89:a4,TCP,A,65086,44818,40
2020-02-27 11:55:58,192.168.0.22,192.168.0.5,08:00:27:e6:e5:59,00:1d:9c:a1:89:a4,Modbus,AP,65086,44818,68
2020-02-27 11:55:58,192.168.0.22,192.168.0.5,08:00:27:e6:e5:59,00:1d:9c:a1:89:a4,Modbus,AP,65086,44818,128
2020-02-27 11:55:58,192.168.0.22,192.168.0.5,08:00:27:e6:e5:59,00:1d:9c:a1:89:a4,Modbus,AP,65086,44818,113
2020-02-27 11:56:01,192.168.0.5,192.168.0.22,00:1d:9c:a1:89:a4,08:00:27:e6:e5:59,Modbus,AP,44818,65086,107
2020-02-27 11:56:01,192.168.0.5,192.168.0.22,00:1d:9c:a1:89:a4,08:00:27:e6:e5:59,Modbus,AP,44818,65086,101
2020-02-27 11:56:09,192.168.0.22,192.168.0.5,08:00:27:e6:e5:59,00:1d:9c:a1:89:a4,Modbus,AP,65086,44818,104
2020-02-27 11:56:09,192.168.0.5,192.168.0.22,00:1d:9c:a1:89:a4,08:00:27:e6:e5:59,Modbus,AP,44818,65086,94
2020-02-27 11:56:09,192.168.0.22,192.168.0.5,08:00:27:e6:e5:59,00:1d:9c:a1:89:a4,Modbus,AP,65086,44818,64
2020-02-27 11:56:09,192.168.0.5,192.168.0.22,00:1d:9c:a1:89:a4,08:00:27:e6:e5:59,TCP,AR,44818,65086,40
2020-02-27 12:06:51,192.168.0.5,192.168.0.22,00:1d:9c:a1:89:a4,08:00:27:e6:e5:59,TCP,AS,44818,49328,48
2020-02-27 12:06:51,192.168.0.5,192.168.0.22,00:1d:9c:a1:89:a4,08:00:27:e6:e5:59,Modbus,AP,44818,49328,68
2020-02-27 12:06:51,192.168.0.5,192.168.0.22,00:1d:9c:a1:89:a4,08:00:27:e6:e5:59,Modbus,AP,44818,49328,110
2020-02-27 12:09:55,192.168.0.20,192.168.0.50,00:90:e8:5e:d1:66,40:f2:e9:9d:44:6b,Modbus,AP,502,60394,51
2020-02-27 12:33:31,192.168.0.5,192.168.0.21,00:1d:9c:a1:89:a4,20:47:47:87:d4:96,DNP3,AP,20000,59170,50
2020-02-27 15:24:24,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,DNP3,ASF,64327,20000,70
2020-02-27 15:24:24,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,TCP,SEC,52920,20000,52
2020-02-27 15:24:24,192.168.0.50,192.168.0.20,40:f2:e9:9d:44:6b,00:90:e8:5e:d1:66,TCP,AR,60394,502,40
2020-02-27 15:24:24,192.168.0.20,192.168.0.50,00:90:e8:5e:d1:66,40:f2:e9:9d:44:6b,TCP,AR,502,60394,40
2020-02-27 15:24:26,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,TCP,AR,64327,20000,40
2020-02-27 15:24:27,192.168.0.50,192.168.0.20,40:f2:e9:9d:44:6b,00:90:e8:5e:d1:66,TCP,SEC,61201,502,52
2020-02-27 15:24:27,192.168.0.20,192.168.0.50,00:90:e8:5e:d1:66,40:f2:e9:9d:44:6b,TCP,AS,502,61201,44
2020-02-27 18:40:26,192.168.0.22,192.168.0.20,08:00:27:e6:e5:59,00:90:e8:5e:d1:66,ICMP,0,0,0,60
2020-02-27 18:40:26,192.168.0.20,192.168.0.22,00:90:e8:5e:d1:66,08:00:27:e6:e5:59,ICMP,0,0,0,60
2020-02-28 11:30:53,192.168.0.22,192.168.0.5,08:00:27:e6:e5:59,00:1d:9c:a1:89:a4,ICMP,0,0,0,60
2020-02-28 14:40:27,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,TCP,AF,60403,20000,40
2020-02-28 14:41:13,192.168.0.21,192.168.0.2,20:47:47:87:d4:96,00:1c:06:1c:69:e4,TCP,SEC,53080,102,52
2020-02-28 14:41:13,192.168.0.21,192.168.0.20,20:47:47:87:d4:96,00:90:e8:5e:d1:66,TCP,SEC,53085,502,52
2020-02-28 14:41:13,192.168.0.21,192.168.0.122,20:47:47:87:d4:96,00:25:97:00:a6:37,TCP,SEC,53086,502,52
2020-02-28 14:41:13,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,TCP,AS,502,53085,44
2020-02-28 14:41:13,192.168.0.21,192.168.0.20,20:47:47:87:d4:96,00:90:e8:5e:d1:66,TCP,A,53085,502,40
2020-02-28 14:41:13,192.168.0.21,192.168.0.20,20:47:47:87:d4:96,00:90:e8:5e:d1:66,TCP,AP,53085,502,52
2020-02-28 14:41:13,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,TCP,A,502,53085,40
2020-02-28 14:41:14,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,TCP,AP,502,53085,51
2020-02-28 14:41:14,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,Modbus,AP,502,53085,59
2020-02-28 14:41:15,192.168.0.21,192.168.0.20,20:47:47:87:d4:96,00:90:e8:5e:d1:66,TCP,AF,53085,502,40
2020-02-28 14:41:15,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,TCP,AF,502,53085,40
2020-02-28 14:41:18,192.168.0.21,192.168.0.2,20:47:47:87:d4:96,00:1c:06:1c:69:e4,TCP,AP,53080,102,71
2020-02-28 14:41:18,192.168.0.2,192.168.0.21,00:1c:06:1c:69:e4,20:47:47:87:d4:96,TCP,AP,102,53080,66
2020-02-28 14:41:18,192.168.0.21,192.168.0.2,20:47:47:87:d4:96,00:1c:06:1c:69:e4,TCP,A,53080,102,40
2020-02-28 14:41:21,192.168.0.21,192.168.0.122,20:47:47:87:d4:96,00:25:97:00:a6:37,TCP,AP,53086,502,52
2020-02-28 14:41:22,192.168.0.21,192.168.0.122,20:47:47:87:d4:96,00:25:97:00:a6:37,TCP,A,53086,502,40
2020-02-28 14:41:28,192.168.0.21,192.168.0.2,20:47:47:87:d4:96,00:1c:06:1c:69:e4,TCP,AP,53080,102,73
2020-02-28 14:41:28,192.168.0.2,192.168.0.21,00:1c:06:1c:69:e4,20:47:47:87:d4:96,Modbus,AP,102,53080,101
2020-02-28 14:41:43,192.168.0.21,192.168.0.2,20:47:47:87:d4:96,00:1c:06:1c:69:e4,TCP,AP,53080,102,47
2020-02-28 14:41:43,192.168.0.2,192.168.0.21,00:1c:06:1c:69:e4,20:47:47:87:d4:96,TCP,A,102,53080,40
2020-02-28 14:42:13,192.168.0.2,192.168.0.21,00:1c:06:1c:69:e4,20:47:47:87:d4:96,TCP,AS,102,53197,44
2020-02-28 14:42:13,192.168.0.21,192.168.0.2,20:47:47:87:d4:96,00:1c:06:1c:69:e4,TCP,AP,53197,102,62
2020-02-28 14:42:13,192.168.0.2,192.168.0.21,00:1c:06:1c:69:e4,20:47:47:87:d4:96,TCP,AP,102,53197,62
2020-02-28 14:42:13,192.168.0.21,192.168.0.2,20:47:47:87:d4:96,00:1c:06:1c:69:e4,Modbus,AP,53197,102,65
2020-02-28 14:42:13,192.168.0.2,192.168.0.21,00:1c:06:1c:69:e4,20:47:47:87:d4:96,Modbus,AP,102,53197,67
2020-02-28 14:42:43,192.168.0.2,192.168.0.21,00:1c:06:1c:69:e4,20:47:47:87:d4:96,TCP,A,102,53197,41
2020-02-28 14:42:43,192.168.0.21,192.168.0.2,20:47:47:87:d4:96,00:1c:06:1c:69:e4,TCP,A,53197,102,41
2020-02-28 14:45:14,192.168.0.122,192.168.0.21,00:25:97:00:a6:37,20:47:47:87:d4:96,Modbus,AP,502,53086,53
2020-02-28 14:45:18,192.168.0.21,192.168.0.20,20:47:47:87:d4:96,00:90:e8:5e:d1:66,Modbus,AP,53549,502,52
2020-02-28 14:45:18,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,Modbus,AP,502,53549,51
2020-02-28 14:45:22,192.168.0.21,192.168.0.122,20:47:47:87:d4:96,00:25:97:00:a6:37,Modbus,AP,53086,502,52
2020-02-29 11:14:47,192.168.0.50,192.168.0.20,40:f2:e9:9d:44:6b,00:90:e8:5e:d1:66,TCP,AP,50264,502,100
2020-02-29 11:14:49,192.168.0.21,192.168.0.122,20:47:47:87:d4:96,00:25:97:00:a6:37,TCP,AR,54277,502,40
2020-02-29 11:15:01,192.168.0.21,192.168.0.2,20:47:47:87:d4:96,00:1c:06:1c:69:e4,TCP,AF,53197,102,40
2020-02-29 11:15:01,192.168.0.2,192.168.0.21,00:1c:06:1c:69:e4,20:47:47:87:d4:96,TCP,AF,102,53197,40
2020-02-29 11:15:01,192.168.0.2,192.168.0.21,00:1c:06:1c:69:e4,20:47:47:87:d4:96,TCP,AR,102,53197,40
2020-02-29 11:15:01,192.168.0.2,192.168.0.21,00:1c:06:1c:69:e4,20:47:47:87:d4:96,TCP,R,102,53197,40
2020-02-29 11:15:31,192.168.0.21,192.168.0.2,20:47:47:87:d4:96,00:1c:06:1c:69:e4,TCP,AP,63964,102,79
2020-02-29 11:15:31,192.168.0.2,192.168.0.21,00:1c:06:1c:69:e4,20:47:47:87:d4:96,TCP,AP,102,63964,73
2020-02-29 11:20:32,192.168.0.21,192.168.0.20,20:47:47:87:d4:96,00:90:e8:5e:d1:66,TCP,AR,64306,502,40
2020-02-29 13:27:27,192.168.0.21,192.168.0.122,20:47:47:87:d4:96,00:25:97:00:a6:37,TCP,AF,54489,502,40
2020-02-29 16:05:56,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,TCP,R,502,64486,40
2020-03-02 11:56:47,192.168.0.21,192.168.0.122,20:47:47:87:d4:96,00:25:97:00:a6:37,TCP,APF,59301,502,52
2020-03-03 12:07:00,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,TCP,AR,502,58520,40
2020-03-05 13:28:33,192.168.0.21,192.168.0.20,20:47:47:87:d4:96,00:90:e8:5e:d1:66,TCP,AP,49987,502,55
2020-03-05 13:28:33,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,TCP,AP,502,49987,52
2020-03-05 13:28:36,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,TCP,AP,502,49990,59
2020-03-05 13:33:26,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,DNP3,AP,502,50544,51
2020-03-05 13:51:05,192.168.0.21,192.168.0.122,20:47:47:87:d4:96,00:25:97:00:a6:37,DNP3,AP,49930,502,52
2020-03-05 14:09:01,192.168.0.5,192.168.0.21,00:1d:9c:a1:89:a4,20:47:47:87:d4:96,TCP,A,20000,49935,40
2020-03-05 15:47:29,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,Modbus,AP,49935,20000,84
2020-03-07 12:59:28,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,TCP,AP,50877,502,52
2020-03-07 12:59:31,192.168.0.21,192.168.0.5,20:47:47:87:d4:96,00:1d:9c:a1:89:a4,Modbus,AP,50877,502,52
2020-03-07 12:59:32,192.168.0.5,192.168.0.21,00:1d:9c:a1:89:a4,20:47:47:87:d4:96,TCP,AP,502,50877,51
2020-03-07 12:59:33,192.168.0.21,192.168.0.2,20:47:47:87:d4:96,00:1c:06:1c:69:e4,TCP,AR,49926,102,40
2020-03-07 13:00:10,192.168.0.5,192.168.0.21,00:1d:9c:a1:89:a4,20:47:47:87:d4:96,TCP,AP,502,50877,69
2020-03-07 13:10:54,192.168.0.5,192.168.0.21,00:1d:9c:a1:89:a4,20:47:47:87:d4:96,Modbus,AP,502,50877,51
2020-03-07 13:55:05,192.168.0.2,192.168.0.21,00:1c:06:1c:69:e4,20:47:47:87:d4:96,TCP,AP,102,51168,66
2020-03-17 13:51:02,192.168.0.50,192.168.0.20,40:f2:e9:9d:44:6b,00:90:e8:5e:d1:66,TCP,AP,55484,502,76
2020-03-17 13:51:02,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,TCP,AP,502,65211,49
2020-03-17 13:51:08,192.168.0.20,192.168.0.50,00:90:e8:5e:d1:66,40:f2:e9:9d:44:6b,TCP,AP,502,55484,49
2020-03-17 13:59:28,192.168.0.50,192.168.0.20,40:f2:e9:9d:44:6b,00:90:e8:5e:d1:66,TCP,S,55520,502,52
2020-03-17 13:59:29,192.168.0.50,192.168.0.20,40:f2:e9:9d:44:6b,00:90:e8:5e:d1:66,TCP,S,55520,502,48
2020-03-17 14:08:07,192.168.0.20,192.168.0.21,00:90:e8:5e:d1:66,20:47:47:87:d4:96,TCP,AP,502,51200,49
